question,para_question1,para_question2,answer
What is Dr. Austine Dinesh D'Souza's past experience?,What has Dr. Austine Dinesh D'Souza's career encompassed?,What has been Dr. Austine Dinesh D'Souza's professional journey?,"Dr. Austine Dinesh D'Souza has extensive experience including roles such as Design and Project Manager at Emirates Truck Factory, U.A.E., Senior Mechanical Design Engineer at E.W. COX Middle East, U.A.E., Design and Project Engineer at Danway LLC., U.A.E., Design Engineer at Bharat Fritz Werner Pvt. Ltd. Banaglore, India, Design Engineer at Wipro Fluid Power, Bangalore, India, and Fellowship Trainee(Design) at Central Manufacturing Technology & Institute, Bangalore, India."
What are Dr. Austine Dinesh D'Souza's departmental responsibilities?,What are Dr. Austine Dinesh D'Souza's departmental roles?,What are Dr. Austine Dinesh D'Souza's roles within his department?,Dr. Austine Dinesh D'Souza serves as the Coordinator for CMSI NMAMIT Chapter.
What subjects has Dr. Austine Dinesh D'Souza handled?, Which subjects has Dr. Austine Dinesh D'Souza worked with?,What topics has Dr. Austine Dinesh D'Souza dealt with?,"Dr. Austine Dinesh D'Souza has taught subjects such as Mechanics of Materials, Design of Machine Elements-I, Design of Machine Elements -II, Manufacturing Processes-I, Manufacturing Processes -II, Elements of Mechanical Engineering, and Employability Skill Development."
What are Dr. Santhosh G.'s educational qualifications?,Could you inform me about Dr. Santhosh G.'s educational background?,What is Dr. Santhosh G.'s educational background?,"Dr. Santhosh G. holds a Ph.D. in the topic Investigation on Aluminosilicate nanoclay Reinforced Polymer nano-composites for Opto-Electric Applications from Visveswaraya Technological University (VTU) (2020), an M.Tech from Dept. of Nanoscience and Technology, Kuvempu University in 2012, and a B.E. in Mechanical Engineering from Visveswaraya Technological University in 2010."
What is Dr. Santhosh G.'s past experience?,What has Dr. Santhosh G.'s career journey been like?,What has been Dr. Santhosh G.'s professional journey?,"Dr. Santhosh G. has served as an Assistant Professor Gd-III in the Department of Mechanical Engineering, NMAMIT, Nitte, since Jan 2020. Previously, he worked as an Assistant Professor Gd-II from Dec 2017 to Jan 2020 and as an Assistant Professor Gd-I from Feb 2013 to Dec 2017 at NMAMIT, Nitte. He also worked as a Lecturer in the Department of Mechanical Engineering, SIET, Tumkur from Aug 2012 to Jan 2013."
What are Dr. Santhosh G.'s departmental responsibilities?,. What are Dr. Santhosh G.'s departmental responsibilities?,What are Dr. Santhosh G.'s roles within his department?,"Dr. Santhosh G. serves as the Incredia Cultural Coordinator, Department Research Coordinator, Department Exam Coordinator, Department Placement Coordinator, Hostel Monitoring Squad Member, and Proctor for first-year students."
What subjects has Dr. Santhosh G. handled?, Which subjects has Dr. Santhosh G. handled?,What topics has Dr. Santhosh G. dealt with?,"Dr. Santhosh G. has taught subjects such as Mechanical Vibration, Heat Transfer, Elements of Mechanical Engineering, Computer Aided Engineering Graphics, and Bio-Mechanics."
What conferences/CME/workshops has Dr. Santhosh G. participated in?,"What events, such as conferences, CMEs, or workshops, has Dr. Santhosh G. attended?","What conferences, CMEs, or workshops has Dr. Santhosh G. attended?",Dr. Santhosh G. has participated in various presentations and workshops related to research and academia.
What are Dr. H.S. Sharath Chandra's educational qualifications?, Could you tell me about Dr. H.S. Sharath Chandra's academic history?,What is Dr. H.S. Sharath Chandra's educational background?,"Dr. H.S. Sharath Chandra holds a Ph.D. in the topic Discrete Event Simulation & Dynamic Job Sequencing on Conveyors from Malnad College of Engineering under the guidance of Dr. Y Arun Kumar & Dr. Srinath M.S., an M.Tech in IAR (Industrial Automation and Robotics) from Malnad College of Engineering, Hassan, Karnataka in 2010, and a B.E. in INDUSTRIAL & PRODUCTION Engineering from Bahubali college of Engineering, Shravanabelagola, Karnataka in 2007."
What is Dr. H.S. Sharath Chandra's past experience?, What is Dr. H.S. Sharath Chandra's current role and past professional experiences?,What has been Dr. H.S. Sharath Chandra's professional journey?,"Dr. H.S. Sharath Chandra has worked as a Design Engineer in ABLE TECHNOLOGIES, Hubballi from July 2007 to June 2008 in the Automotive Domain. He served as an Assistant Professor in Moodlakatte Institute of Engineering from Feb 7th 2011 to Jul 1st 2012, and as an Assistant Professor Gd-II in NMAM Institute of Engineering from Jul 15th 2012. Currently, he is serving as an Assistant Professor Gd-III in NMAM Institute of Engineering since Jul 15th 2021."
What are Dr. H.S. Sharath Chandra's departmental responsibilities?, What are Dr. H.S. Sharath Chandra's departmental duties?,What are Dr. H.S. Sharath Chandra's roles within his department?,Dr. H.S. Sharath Chandra serves as the Coordinator for Robotics Club and Department coordinator for Institute of Engineers (India).
What subjects has Dr. H.S. Sharath Chandra handled?, Which subjects has Dr. H.S. Sharath Chandra worked with?,What topics has Dr. H.S. Sharath Chandra dealt with?,"Dr. H.S. Sharath Chandra has taught subjects such as Elements of Mechanical Engineering, Manufacturing Process-1, Computer Aided Machine Drawing, CAD/CAM, Non-Traditional Machining, Industrial Robotics, and Computer Integrated Manufacturing."
What conferences/CME/workshops has Dr. H.S. Sharath Chandra participated in?," What events, such as conferences, CMEs, or workshops, has Dr. H.S. Sharath Chandra attended?","What conferences, CMEs, or workshops has Dr. H.S. Sharath Chandra attended?",Dr. H.S. Sharath Chandra has participated in various presentations and workshops related to research and academia.
What are Dr. Vishwanatha J. S.'s educational qualifications?,Could you provide details on Dr. Vishwanatha J. S.'s educational background?,What is Dr. Vishwanatha J. S.'s educational background?,"Dr. Vishwanatha J. S. holds a Ph.D. from VTU (2022), an M.Tech in Engineering Analysis and Design from S D M College of Engineering and Technology, Dharwad (2011), and a B.E in Mechanical Engineering from U B D T College of Engineering, Davangere (2006)."
What is Dr. Vishwanatha J. S.'s past experience?,What has Dr. Vishwanatha J. S. accomplished in their career?,What has been Dr. Vishwanatha J. S.'s professional journey?,"Dr. Vishwanatha J. S. has worked as an Assistant Lecturer in NITK, Surathkal (Jan 2012-May 2012), Assistant Professor in MITK, Kundapura (Jul 2011-Dec 2011), and as a Jr.CAD Engineer in Pixel Infotek Pvt. Limited, Bangalore (Dec 2006- Jul 2008)."
What are Dr. Vishwanatha J. S.'s departmental responsibilities?,What are Dr. Vishwanatha J. S.'s departmental responsibilities?,What are Dr. Vishwanatha J. S.'s roles within his department?,"Dr. Vishwanatha J. S. serves as the Department Research Coordinator, Dean R&D Coordination, VTU Annual Report/ Faculty Publications / CDCS entry of the same, Departmental Undergraduate Committee (DUGC) Member, and Mentorship for first year students."
What subjects has Dr. Vishwanatha J. S. handled?,Which subjects has Dr. Vishwanatha J. S. worked with?,What topics has Dr. Vishwanatha J. S. dealt with?,"Dr. Vishwanatha J. S. has taught subjects such as Design of Machine Elements-I, Kinematics of Machine, Finite Element Method, Metrology and Measurements, Elements of Mechanical Engineering, and IT Skills."
What are Dr. Dilip Kumar K.'s educational qualifications?,Could you share Dr. Dilip Kumar K.'s academic credentials?,What is Dr. Dilip Kumar K.'s educational background?,"Dr. Dilip Kumar K. holds a Ph.D. from UVCE, Bengaluru (2022), an M.E in Machine Design from UVCE, Bengaluru (2013), and a B.E. in Mechanical Engineering from NMAM Institute of Technology, Nitte (2006)."
What is Dr. Dilip Kumar K.'s past experience?,What has Dr. Dilip Kumar K.'s career journey been like?,What has been Dr. Dilip Kumar K.'s professional journey?,"Dr. Dilip Kumar K. has worked as a Development Engineer at Emirates Techno Casting, FZE Sharjah, UAE (09-10-2006 to 02-09-2008), Design Engineer at TIMCO- W.L.L, Al Ain, UAE (07-01-2009 to 02-09-2009), and as an Assistant Professor Gd-I (27/01/2010 to 31/12/2013), Assistant Professor Gd-II (01/01/2014 to 12/06/2022), and Assistant Professor Gd-III (13/06/2022 to till now) at NMAM Institute of Technology."
What are Dr. Dilip Kumar K.'s departmental responsibilities?, What are Dr. Dilip Kumar K.'s departmental roles?,What are Dr. Dilip Kumar K.'s roles within his department?,"Dr. Dilip Kumar K. serves as the Programme Coordinator PG (M. Tech) - NU (MACHINE DESIGN), Staff Coordinator for CMSI- NMAMIT Student Chapter, Faculty In charge - Dynamics Lab, Project Coordinator for UG 2017-23, and Departmental Sports Coordinator."
What subjects has Dr. Dilip Kumar K. handled?,Which subjects has Dr. Dilip Kumar K. handled?,What topics has Dr. Dilip Kumar K. dealt with?,"Dr. Dilip Kumar K. has taught subjects such as Dynamics and Mechanism Design (M tech - Machine Design), Fracture mechanics (M tech - Machine Design), Mechanical Vibrations, Mechanics of Materials, Kinematics of Materials, Elements of Mechanical Engineering, Computer Aided Engineering Graphics, Engineering Management, and Engineering Visualization."
What are Dr. Divijesh Puninchathaya P.'s educational qualifications?,Could you inform me about Dr. Divijesh Puninchathaya P.'s educational background?,What is Dr. Divijesh Puninchathaya P.'s educational background?,"Dr. Divijesh Puninchathaya P. holds a Ph.D. from Visvesvaraya Technological University, Belgaum, an M.Tech in Machine Design from Visvesvaraya Technological University, Belgaum (2011), and a B.E in Mechanical Engineering from Visvesvaraya Technological University, Belgaum (2006)."
What is Dr. Divijesh Puninchathaya P.'s past experience?, What has Dr. Divijesh Puninchathaya P.'s career encompassed?,What has been Dr. Divijesh Puninchathaya P.'s professional journey?,"Dr. Divijesh Puninchathaya P. has worked as a Lecturer at MITE, Moodbidri (Jul 2008-Jun 2009) and as a Design Engineer Trainee at Dustven Private Limited, Bengaluru (Dec 2007-Jun 2008)."
What are Dr. Divijesh Puninchathaya P.'s departmental responsibilities?, What are Dr. Divijesh Puninchathaya P.'s departmental responsibilities?,What are Dr. Divijesh Puninchathaya P.'s roles within his department?,"Dr. Divijesh Puninchathaya P. serves as the IQAC/Internal audit Coordinator from 2022, M.Tech (Machine Design) Coordinator from 2016-2021, M.Tech (Machine Design) Project Coordinator 2014-2015, and Accreditation team member during (NAAC/NBA)."
What subjects has Dr. Divijesh Puninchathaya P. handled?, Which subjects has Dr. Divijesh Puninchathaya P. worked with?,What topics has Dr. Divijesh Puninchathaya P. dealt with?,"Dr. Divijesh Puninchathaya P. has taught subjects such as Mechanics of Materials, Finite Element Method, Design of Machine Element-1, Finite Element Method, Advanced Machine Design."
What are Mr. Rajath N. Rao's educational qualifications?,Could you provide me with the academic credentials of Mr. Rajath N. Rao?,What is Mr. Rajath N. Rao's educational background?,"Mr. Rajath N. Rao is currently pursuing a Ph.D. He holds an M.Tech in Computer Aided Mechanical Design and Analysis from Manipal Institute of Technology affiliated to Manipal University (2010), and a B.E in Mechanical from St. Joseph Engineering College, Mangalore (2008)."
What is Mr. Rajath N. Rao's past experience?,What has Mr. Rajath N. Rao been involved in previously?,What has been Mr. Rajath N. Rao's professional journey?,"Mr. Rajath N. Rao has worked as a Piping Engineer at Punj-Lloyd Limited, Mangalore (October-2010 to December-2011) and as an Assistant Professor at St Joseph Engineering College, Mangalore (January-2011 to February-2013), before joining as Assistant Professor Gd-II at NMAM Institute of Technology, Nitte (Febraury-2013 onwards)."
What are Mr. Rajath N. Rao's departmental responsibilities?, What are Mr. Rajath N. Rao's departmental duties?,What are Mr. Rajath N. Rao's roles within his department?,"Mr. Rajath N. Rao serves as the Entrepreneur and Development Cell coordinator from the department, Internal staff coordinator for New Age Incubation, Cultural committee member, and Course coordinator."
What subjects has Mr. Rajath N. Rao handled?, In which areas does Mr. Rajath N. Rao specialize?,What topics has Mr. Rajath N. Rao dealt with?,"Mr. Rajath N. Rao has taught subjects such as Mechanics of Materials, Finite Element Method, Mechanical Vibrations, Manufacturing process, Material selection for engineering design, CAD/CAM, Elements of mechanical engineering, DME-II, Introduction to aircraft design, Dynamics of mechanism design, and Finite element Analysis."
What is Dr. Krishnaprasad S's highest educational qualification?, Could you share Dr. Krishnaprasad S's highest level of education?,What is Dr. Krishnaprasad S's highest level of education?,"Dr. Krishnaprasad S's highest educational qualification is a Ph.D from Bangalore University, Bengaluru."
Where did Dr. Krishnaprasad S complete his Master of Technology in Energy System Engineering?, Where did Dr. Krishnaprasad S earn his Master of Technology in Energy System Engineering?,Where did Dr. Krishnaprasad S earn his M.Tech in Energy System Engineering?,"Dr. Krishnaprasad S completed his Master of Technology in Energy System Engineering at Visvesvaraya Technological University NMAM Institute Of Technology, Nitte."
Where did Dr. Krishnaprasad S complete his B.E. in Mechanical Engineering?, Where did Dr. Krishnaprasad S complete his B.E. in Mechanical Engineering?,Where did Dr. Krishnaprasad S earn his B.E. in Mechanical Engineering?,"Dr. Krishnaprasad S completed his B.E. in Mechanical Engineering at Visvesvaraya Technological University NMAM Institute Of Technology, Nitte."
Where did Dr. Krishnaprasad S complete his Diploma in Automobile Engineering?, Where did Dr. Krishnaprasad S complete his Diploma in Automobile Engineering?,Where did Dr. Krishnaprasad S earn his Diploma in Automobile Engineering?,Dr. Krishnaprasad S completed his Diploma in Automobile Engineering at SNM Polytechnic Moodbidri.
What are Dr. Krishnaprasad S's departmental responsibilities?, What are Dr. Krishnaprasad S's departmental responsibilities?,What are Dr. Krishnaprasad S's roles within his department?,"Dr. Krishnaprasad S's departmental responsibilities include being the staff coordinator for IE(I), AIMS and Rotaract club for the current year, and being the staff coordinator for 'Go-Karting' event."
What subjects has Dr. Krishnaprasad S handled?,Which subjects has Dr. Krishnaprasad S worked with?,What topics has Dr. Krishnaprasad S dealt with?,"Dr. Krishnaprasad S has handled subjects such as Elements of Mechanical Engineering, Fluid Mechanics, Basic Thermodynamics, Applied Thermodynamics, Automotive Engineering, and Power Plant Engineering."
What is Mr. Ravikiran Kamath B.'s highest educational qualification?, Could you inform me about Mr. Ravikiran Kamath B.'s highest level of education?,What is Mr. Ravikiran Kamath B.'s highest level of education?,"Mr. Ravikiran Kamath B.'s highest educational qualification is a Ph.D. (Pursuing) in the area of Polymer Composites under V.T.U., Belagavi."
Where did Mr. Ravikiran Kamath B. complete his M. Tech in Machine Design?, Where did Mr. Ravikiran Kamath B. earn his M. Tech in Machine Design?,Where did Mr. Ravikiran Kamath B. earn his M.Tech in Machine Design?,"Mr. Ravikiran Kamath B. completed his M. Tech in Machine Design at N.M.A.M. Institute of Technology, Nitte."
Where did Mr. Ravikiran Kamath B. complete his B.E. in Mechanical Engineering?,Where did Mr. Ravikiran Kamath B. complete his B.E. in Mechanical Engineering?,Where did Mr. Ravikiran Kamath B. earn his B.E. in Mechanical Engineering?,"Mr. Ravikiran Kamath B. completed his B.E. in Mechanical Engineering at N.M.A.M. Institute of Technology, Nitte."
What are Mr. Ravikiran Kamath B.'s departmental responsibilities?, What are Mr. Ravikiran Kamath B.'s departmental roles?,What are Mr. Ravikiran Kamath B.'s roles within his department?,"Mr. Ravikiran Kamath B.'s departmental responsibilities include being an accreditation team member (NAAC/NBA), a member of the Board of Studies (UG), a DPGC member, and a Class Committee member."
What subjects has Mr. Ravikiran Kamath B. handled?, Which subjects has Mr. Ravikiran Kamath B. handled?,What topics has Mr. Ravikiran Kamath B. dealt with?,"Mr. Ravikiran Kamath B. has handled subjects such as Elements of Mechanical Engineering, Material Science and Metallurgy, Mechanics of Materials, Kinematics of Machines, Metrology and Measurements, Design of Machine Elements-II, Theory of Elasticity and Plasticity, Continuum Mechanics, and Composite Materials Technology."
What is Mr. Srinivas Prabhu M.'s highest educational qualification?,Could you tell me about Mr. Srinivas Prabhu M.'s highest level of education?,What is Mr. Srinivas Prabhu M.'s highest level of education?,"M. Tech in Design Engineering from KLECET, Belgaum, 2008"
What was Mr. Srinivas Prabhu M.'s major during his B.E.?,What was Mr. Srinivas Prabhu M.'s major during his B.E.?,What was Mr. Srinivas Prabhu M.'s specialization during his B.E.?,Mechanical Engineering
What is Mr. Srinivas Prabhu M.'s current position?, What is Mr. Srinivas Prabhu M.'s current role?,What is Mr. Srinivas Prabhu M.'s current role?,Asst. Professor in NMAM Institute of Engineering
What are Mr. Srinivas Prabhu M.'s departmental responsibilities?, What are Mr. Srinivas Prabhu M.'s departmental duties?,What are Mr. Srinivas Prabhu M.'s roles within his department?,"Exam Coordinator, Project Coordinator, NSS Coordinator"
What is Mr. Manjunath Maiya's highest educational qualification?,What are the highest educational qualifications of Mr. Manjunath Maiya?,What is Mr. Manjunath Maiya's highest level of education?,M.Tech in Manufacturing Engineering and Technology from Manipal Institute of Technology in 2012
What was Mr. Manjunath Maiya's major during his B.E.?,What was Mr. Manjunath Maiya's major during his B.E. studies?,What was Mr. Manjunath Maiya's specialization during his B.E.?,Mechanical
What is Mr. Manjunath Maiya's current position?,What position does Mr. Manjunath Maiya currently hold?,What is Mr. Manjunath Maiya's current role?,Assistant Professor Gd-II in Mechanical Department
What is Mr. Manjunath Maiya's departmental responsibility?,What are Mr. Manjunath Maiya's responsibilities within his department?,What are Mr. Manjunath Maiya's roles within his department?,Time Table Coordinator
What subjects does Mr. Manjunath Maiya handle?,Which subjects does Mr. Manjunath Maiya teach or handle?,What topics does Mr. Manjunath Maiya dealt with?,"Elements of Mechanical Engineering, Manufacturing Process I, Manufacturing Process II, Statistical Quality Control, Metrology & Measurements, Operations Research, Introduction to Aircraft Design, Power Plant Engineering"
What is Mr. Gautama Hebbar A.'s highest educational qualification?,What is the highest educational qualification of Mr. Gautama Hebbar A.?,What is Mr. Gautama Hebbar A.'s highest level of education?,"M. Tech Nuclear Engineering from Manipal Institute of Technology, Manipal University, 2014"
What was Mr. Gautama Hebbar A.'s major during his B.E.?,What was Mr. Gautama Hebbar A.'s major during his B.E. studies?,What was Mr. Gautama Hebbar A.'s specialization during his B.E.?,Mechanical
What was Mr. Gautama Hebbar A.'s past experience?,What is Mr. Gautama Hebbar A.'s previous work experience?,What has been Mr. Gautama Hebbar A.'s professional journey?,"Assistant Professor at Moodlakatte Institute of Technology, Kundapura from Sep 2012 to Jul 2013"
What are Mr. Gautama Hebbar A.'s departmental responsibilities?,What are Mr. Gautama Hebbar A.'s departmental responsibilities?,What are Mr. Gautama Hebbar A.'s roles within his department?,"Co-ordinator for Association for interaction of Mechanical students (AIMS), Coordinator for IQAC"
What subjects does Mr. Gautama Hebbar A. handle?,Which subjects does Mr. Gautama Hebbar A. teach or handle?,What topics does Mr. Gautama Hebbar A. dealt with?,"Basic and applied thermodynamics, Employability and skill development, Fluid mechanics, Elements of mechanical engineering, Introduction to aircraft design, Design of machine elements II, Mechanical vibrations, Manufacturing Process, Heat Transfer, Material science and metallurgy"
What is Mr. Bhaskar P's highest educational qualification?,What is the highest educational qualification of Mr. Bhaskar P.?,What is Mr. Bhaskar P's highest level of education?,"PhD – Pursuing at NITK, Surathkal, M.Tech in Production Engineering Systems Technology (PEST) from National Institute of Engineering, Mysore in 2014, B.E. in Industrial & Production Engineering from U.B.D.T.C.E. Davangere in 2009"
What was Mr. Bhaskar P's major during his M.Tech?,What was Mr. Bhaskar P.'s major during his M.Tech studies?,What was Mr. Bhaskar P's specialization during his M.Tech?,Production Engineering Systems Technology (PEST)
What was Mr. Bhaskar P's past experience?,What is Mr. Bhaskar P.'s previous work experience?,What has been Mr. Bhaskar P's professional journey?,"Working as Assistant Professor Gd-II in the Dept. of Mechanical Engg. NMAMIT, Held responsibilities as coordinator of Project work, Technical seminar, Time table committee and co-curricular events, Worked as a Project Trainee for Nine Months under Quality Management & Methods Dept. in Diesel Systems, Bosch Ltd., Bengaluru-30."
What are Mr. Bhaskar P's departmental responsibilities?,What are Mr. Bhaskar P.'s departmental responsibilities?,What are Mr. Bhaskar P's roles within his department?,"Time Table Preparation, UG Project work, Coordinator"
What subjects does Mr. Bhaskar P handle?,Which subjects does Mr. Bhaskar P. teach or handle?,What topics does Mr. Bhaskar P dealt with?,"Materials Science & Engineering, Manufacturing Processes, Operations Research, Statistical Quality Control, Non-Destructive Testing, Metrology & Measurements, Foundry Technology, Work study and Ergonomics, and Engineering fundamentals courses"
What is Mr. Mohan Poojari's highest educational qualification?,What is the highest educational qualification of Mr. Mohan Poojari?,What is Mr. Mohan Poojari's highest level of education?,"Ph.D (Pursuing), M.Tech Machine Design from VVIT, Bangalore"
What was Mr. Mohan Poojari's past experience?,What is Mr. Mohan Poojari's previous work experience?,What has been Mr. Mohan Poojari's professional journey?,"Industry for 7 years (Forbes Marchall, Pune), Assistant Professor Gd-II at NMAM Institute of Technology, Nitte from 2014"
What are Mr. Mohan Poojari's departmental responsibilities?,What are Mr. Mohan Poojari's departmental responsibilities?,What are Mr. Mohan Poojari's roles within his department?,"Staff Coordinator SAE Baja (ATV), Mechanical Department Library In charge, Industry Institute Collaboration - Department Coordinator, TCS-Techbytes - Department Coordinator"
What subjects does Mr. Mohan Poojari handle?,Which subjects does Mr. Mohan Poojari teach or handle?,What topics does Mr. Mohan Poojari dealt with?,"Metrology & Measurements, Internal Combustion Engines, Introduction to Aircraft Design, Heat Transfer, Operations Management & Entrepreneurship, Elements of Mechanical Engineering, Mineral Processing"
What is Mr. Sunil Kumar Shetty's highest educational qualification?,What is the highest educational qualification of Mr. Sunil Kumar Shetty?,What is Mr. Sunil Kumar Shetty's highest level of education?,"Ph.D (Pursuing), M.Tech in Computer Aided Mechanical Design and Analysis (CAMDA) from Manipal Institute of Technology in 2014, B.E. in INDUSTRIAL & PRODUCTION Engineering from N.M.A.M. Institute of Technology, Nitte in 2004"
What was Mr. Sunil Kumar Shetty's past experience?,What is Mr. Sunil Kumar Shetty's previous work experience?,What has been Mr. Sunil Kumar Shetty's professional journey?,"Industry for 8 years (Muscat Overseas LLC-Muscat Oman as Senior Engineer for 3.5 years, Technofit LLC Muscat Oman as Senior Engineer for 2.5 years, PeekaySteel, Coimbatore, India for 2 years), Teaching for 5 years"
What are Mr. Sunil Kumar Shetty's departmental responsibilities?,What are Mr. Sunil Kumar Shetty's departmental responsibilities?,What are Mr. Sunil Kumar Shetty's roles within his department?,"Coordinator for Welding & Piping Design, Staff Coordinator of Indian Welding Society"
What subjects does Mr. Sunil Kumar Shetty handle?,Which subjects does Mr. Sunil Kumar Shetty teach or handle?,What topics does Mr. Sunil Kumar Shetty dealt with?,"Vibration, Mechatronics, Robotics, Fluid Machinery"
What is Mr. Raghavendra Pai K.'s highest educational qualification?,What is the highest educational qualification of Mr. Raghavendra Pai K.?,What is Mr. Raghavendra Pai K.'s highest level of education?,"PhD – pursuing at NITK, Surathkal, Masters in Machine Design from NMAMIT, Nitte, BE in Mechanical Engineering from MIT-Kundapura."
What are Mr. Raghavendra Pai K.'s departmental responsibilities?,What are Mr. Raghavendra Pai K.'s departmental responsibilities?,What are Mr. Raghavendra Pai K.'s roles within his department?,FPSI Coordinator
What subjects does Mr. Raghavendra Pai K. handle?,Which subjects does Mr. Raghavendra Pai K. teach or handle?,What topics does Mr. Raghavendra Pai K. dealt with?,"Industrial Robotics, Dynamics of Machines, Mechatronics, Introduction to aircraft design"
What is Dr. Melwyn Rajesh Castelino's highest educational qualification?,What is the highest educational qualification of Dr. Melwyn Rajesh Castelino?,What is Dr. Melwyn Rajesh Castelino's highest level of education?,"Ph.D, M.Tech - Machine Design - 2014, N.M.A.M. Institute of Technology, Nitte, B.E - Mechanical - 2011, Sahyadri College of Engineering, Mangalore"
What was Dr. Melwyn Rajesh Castelino's past experience?,What is Dr. Melwyn Rajesh Castelino's previous work experience?,What has been Dr. Melwyn Rajesh Castelino's professional journey?,"Faculty in Dept. of Mechanical Engineering, SMVITM, Bantakal, Udupi, from August 2011 to November 2012. Lab Instructor in various Engineering colleges in Mangalore from August 2003 till August 2008."
What are Dr. Melwyn Rajesh Castelino's departmental responsibilities?,What are Dr. Melwyn Rajesh Castelino's departmental responsibilities?,What are Dr. Melwyn Rajesh Castelino's roles within his department?,"Training & Placement coordinator, Product Design Engineering Program Manager, Department Coursera Coordinator"
What subjects does Dr. Melwyn Rajesh Castelino handle?,Which subjects does Dr. Melwyn Rajesh Castelino teach or handle?,What topics does Dr. Melwyn Rajesh Castelino dealt with?,"Strength of Materials, Mechanics of Materials, Computer Aided Machine Drawing, Fluid Mechanics/ Machines Dynamics of Machines, Design of Machine Elements, Computer Aided Engineering Drawing, Mechanical Vibrations, Finite Element Analysis"
